Paper_ID,字段,字段中文,定义,cxt值,hyh值,原始证据,cxt补充证据,修正判定,理由
97,Behavior_Eval_Depth,行为评估深度,行为评估深度: Dynamic（分析了行为如何随轮次变化）/ Pattern-level（统计行为频率/模式，不关心变化）/ Static（每轮独立评分，不看轮次间关系）/ None（完全不涉及行为）,DYNAMIC,PATTERN-LEVEL,为了分析LLM治疗师在探索阶段的行为，我们自动标注每个话语的策略，并可视化每个模型所使用的策略分布。,,PATTERN-LEVEL,标注话语策略并可视化分布，为统计模式分析
99,Coding Options,编码者一致性,是否明确报告了评估者之间的一致性: Yes / No / N/A,YES,NO,总体而言，85.2%的提取特征被验证为准确提取。其中，57.6%承认模型做出了间接但合理的推断。,,NO,85.2%准确率为提取验证，非编码者间一致性
99,Has_Failure_Analysis,失败案例分析,是否系统性地分析了失败案例或错误模式（YES/NO）,YES,NO,首先，我们的人工评估由十五位人类专家进行。其次，我们没有对每个对齐组件对最终模型有效性的单独贡献进行消融实验，主要因为我们面临两难困境——人工评估成本高昂，而自动e,,NO,未分析失败案例，仅提及未进行消融实验
99,Has_Robustness_Testing,鲁棒性测试,是否在不同条件下（多模型、多数据集、对抗输入等）进行了鲁棒性测试（YES/NO）,YES,NO,首先，我们的人工评估由十五位人类专家进行。其次，我们未对各对齐组件对最终模型有效性的单独贡献进行消融实验，这主要是因为面临两难困境——人工评估成本高昂，而自动评估,,NO,未进行多模型/条件鲁棒性测试
99,LLM_Judge_Validated,LLM裁判验证,LLM裁判是否经过与人类判断的对比验证（YES/NO）,YES,NO,然而，正如我们的研究结果所示，自动评估难以捕捉模型之间的细微差异，凸显了专家评估不可或缺的作用……未观察到显著差异，因为面试官（interviewer agent）始终给予高分评价，未能捕捉到其,,NO,未将LLM裁判与人类判断对比
99,Prompt_Disclosure,提示词披露度,提示词披露度: Full（清晰提供了所有必要提示词，原则上可复现）/ Partial（展示了部分提示词，不足以复现）/ No（没有可用的提示词信息）,FULL,PARTIAL,Eeyore 及所有标注数据已在 https://github.com/MichiganNLP/Eeyore 开源。... 图2：用于指令微调的输入数据流水线。... 表7：访谈代理在三个维度上使用的结构化提问框架。... 附录B：训练与推理细节。,,PARTIAL,开源数据并提供框架，但未完全披露所有提示词
99,Reliability_Reported,信度系数报告,"是否报告了标准化评估者间信度系数（如 Cohen's kappa, ICC）: Yes / No / N/A。注意：仅报告百分比一致不算",YES,NO,尽管进行了对齐努力，模型仍可能产生不准确性，潜在地导致教育错误。此外，幻觉仍然是一个问题，需要在临床培训环境中谨慎使用。,,NO,未报告Cohen's kappa等标准化信度系数
99,Uses_Standard_Metrics,标准指标使用,是否使用了标准/公认的评估指标（YES/NO）,YES,NO,评估人员使用5点李克特量表在五个维度上评估模型。……前四个维度关注真实性的不同方面，而最后一个维度评估画像遵循性：与类AI响应的对比、语言真实性、认知模式真实性。,,YES,使用5点Likert量表等标准评估指标
100,Consistency,一致性,评估中是否考察跨轮次行为是否稳定（YES/NO）,YES,NO,合成对话流畅且结构连贯，但在关键情感属性上与真实对话存在差异：真实会话展现出更大的情感变异性、更富有情感的语言，以及更真实的反应与调节模式。,,NO,未明确评估跨轮次行为一致性
100,Prompt_Disclosure,提示词披露度,提示词披露度: Full（清晰提供了所有必要提示词，原则上可复现）/ Partial（展示了部分提示词，不足以复现）/ No（没有可用的提示词信息）,FULL,NO,我们采用了三种最先进的语言模型（即ChatGPT-4o Mini、Grok-v3和Gemini 2.0 Flash）来独立推断每个对话的这些标签。,,NO,原始证据未披露任何提示词，无法复现。
100,Sim_Behavior_Realistic,模拟行为真实性,模拟行为是否真实可信（YES/NO）,YES,NO,合成对话虽然流畅且结构连贯，但在关键情绪属性上与真实对话存在差异：真实会话表现出更大的情绪变异性、更多富含情绪的语言以及更真实的反应与调节模式……这些发现强调了局限性。,,NO,论文明确指出合成对话在情绪真实性与真实对话存在差异，表明模拟行为不真实。
100,Theory_Operationalized,理论操作化程度,理论操作化程度: Strong（评估标准明确源于理论）/ Partial（理论被提及并部分操作化）/ Mentioned（理论仅被提及，未操作化）/ None（没有使用任何理论）,STRONG,MENTIONED,"表1提供了每个类别的代表性示例，以及基于关键心理治疗理论（例如情绪调节（Gross, 1998）、校准共情（Elliott等人，2018, 2013）、情感共调节（Butler和Randall, 2013）和治疗联盟理论）的解释性评论。",,MENTIONED,理论仅被用于解释性评论，未明确操作化为评估标准。
100,Uses_Dynamic_State,是否使用动态状态建模,是否使用动态状态建模（YES/NO）,YES,NO,我们采用话语情绪动态（UED）框架，从话语序列中计算情绪指标，将每个角色（咨询师或来访者）视为独立的人物轨迹。,,YES,采用UED框架分析话语序列情绪动态，属于动态状态建模。
101,Eval_Automatic,自动指标评估,是否使用算法/数学公式自动计算的指标（YES/NO）,YES,NO,PersonaScore是一种基于决策理论的人类对齐自动评估指标，能够实现全面的大规模评估。……PersonaScore使用专家策划的评分标准来评估这些回答。……为了使PersonaScore与人类偏好对齐，我们首先在每个评分标准上生成示例回答。,,YES,PersonaScore是自动计算的指标，符合算法公式自动算。
101,Sim_Behavior_Realistic,模拟行为真实性,模拟行为是否真实可信（YES/NO）,NO,YES,为了测试PersonaScore与人类判断的一致性，我们在实验中选取了三个模型（GPT-3.5、LLAMA-2-13B和LLAMA-2-70B）生成的100个人格子样本进行了一项人类研究，总计1500个模型响应。... PersonaScore与人类判断高度相关，表3显示。,,NO,论文评估的是指标与人类判断的一致性，未直接评估模拟行为真实性。
101,Simulation_Target,模拟对象,模拟的对象: 来访者智能体 / 治疗师智能体 / 双智能体 / 人类受训者,HUMAN TRAINEE/DUAL-AGENT,PERSONA AGENT,角色代理是一种大语言模型代理，其行为被约束为根据指定角色进行行动，能够在教育和医疗等领域实现情境丰富且与用户对齐的交互。,,PERSONA AGENT,论文明确研究角色代理（Persona Agent）。
101,Uses_Standard_Metrics,标准指标使用,是否使用了标准/公认的评估指标（YES/NO）,YES,NO,PersonaScore，据我们所知，是首个用于量化角色智能体在五项智能体评估任务中能力的自动评估指标……这五项任务均基于决策理论，并共同构成角色智能体不同的决策层面。,,NO,PersonaScore是作者新提出的指标，非公认标准。
102,Behavior_Eval_Depth,行为评估深度,行为评估深度: Dynamic（分析了行为如何随轮次变化）/ Pattern-level（统计行为频率/模式，不关心变化）/ Static（每轮独立评分，不看轮次间关系）/ None（完全不涉及行为）,DYNAMIC,PATTERN-LEVEL,我们计算了参与者在与三种不同系统（EmoLLM（Yang等，2024）、CACTUS（Lee等，2024）、MIND以及一个对照组）交互时的平均积极和消极情绪波动。...在70个样本（7个主题，每个主题10个样本）中，失败案例的比例,,PATTERN-LEVEL,计算平均情绪波动，属于模式层面，未详细分析轮次间变化。
102,Has_Longitudinal_Eval,纵向评估,是否包含跨时间/多次会话的纵向评估（YES/NO）,YES,NO,参与者进入一个真实的咨询室，并通过计算机与指定的模型进行了五轮基于文本的对话。对话内容被严格保密，模型在对话结束后立即停止记录。……为了评估c的变化,,NO,五轮对话属于单次会话内，非跨会话纵向评估。
102,Prompt_Disclosure,提示词披露度,提示词披露度: Full（清晰提供了所有必要提示词，原则上可复现）/ Partial（展示了部分提示词，不足以复现）/ No（没有可用的提示词信息）,FULL,PARTIAL,每个代理使用的详细提示模板见附录F。……在本节中，我们展示了本工作中使用的一些提示模板及其消融版本。,,FULL,论文声称附录F包含每个代理的详细提示模板，可复现。
102,Theory_Grounding,理论支撑度,理论支撑度: Strong（明确使用公认理论来定义或测量）/ Weak（提及了概念但未在评估中实际操作化）/ None（没有真正的理论支撑）,STRONG,WEAK,"情感缓解：“评估该框架的有效性：判断该框架是否成功缓解了用户的情绪。”参考文献：(Gross, 1998)。  
沉浸感：衡量用户是否感到完全投入并被互动所吸引。  
关注游戏场景构建。",,WEAK,引用了理论但未明确操作化。
102,Theory_Operationalized,理论操作化程度,理论操作化程度: Strong（评估标准明确源于理论）/ Partial（理论被提及并部分操作化）/ Mentioned（理论仅被提及，未操作化）/ None（没有使用任何理论）,STRONG,PARTIAL,"情绪缓解度量：如果交互能够降低用户压力或焦虑，则衡量框架的有效性：判断该框架是否成功缓解了用户的情绪。(Gross;, 1998) … 沉浸度量：衡量用户是否感到完全投入并被其吸引。",,PARTIAL,理论被提及并部分用于定义度量，但操作化不完整。
104,Coding Options,编码者一致性,是否明确报告了评估者之间的一致性: Yes / No / N/A,YES,NO,经过多轮讨论，专家们对每个类别提供了评分和理由。每一轮结束后，主持人将回应整理汇总，从而呈现专家小组评分和理由的匿名摘要。……计算出了每个类别的平均分。,,NO,未报告任何评估者间一致性系数（如Kappa/ICC），仅平均分。
104,Dataset_Available,数据集公开性,数据集是否公开可用（YES/NO）,NO,YES,数据可用性声明：数据包含于文章内。,,YES,数据可用性声明指出数据包含于文章内，可获取。
104,Fidelity,保真度,评估中是否考察是否符合预设角色/目标（YES/NO）,NO,YES,表1. 我们定制GPT在职业治疗若干类别中的性能评估……作为治疗工具的整体有效性 4.1……对治疗的有意义贡献 4.0……对不同患者群体的适用性 3.3……临床使用推荐度 3.8,,NO,评估的是有效性而非角色保真度
104,Has_Robustness_Testing,鲁棒性测试,是否在不同条件下（多模型、多数据集、对抗输入等）进行了鲁棒性测试（YES/NO）,YES,NO,本表展示了十位治疗师使用不同提示语评估ChatGPT在这些治疗中的有效性时，其在各项标准指标上的表现。,,YES,不同提示语属于不同条件测试
104,Has_Rubric,评分标准,是否提供了明确的评分标准/评分指引（YES/NO）,NO,YES,采用1分（代表表现较差）至5分（代表表现优异）的评分量表来量化模型的表现。经过多轮评估，专家们为每个类别提供了评分及理由。每轮结束后，一名协调员汇总了反馈意见，t,,YES,有明确的1-5分量表
104,Interaction_Level,交互层级,交互层级: Single-turn（单轮）/ Short Multi-turn（2-5轮简短交流）/ Extended Dialogue（6+轮较长对话）/ Longitudinal（跨多个会话/较长时间）,SINGLE-TURN,SHORT MULTI-TURN,他们通过一个专门的界面与问题和模拟事件进行交互，从而评估每个类别。该界面提供了机器人对特定输入（包括儿童表现出的行为事件或通过机器人助手输入的指令）如何反应的逼真模拟。,,SINGLE-TURN,未明确多轮交互，视为单轮评估
104,Prompt_Disclosure,提示词披露度,提示词披露度: Full（清晰提供了所有必要提示词，原则上可复现）/ Partial（展示了部分提示词，不足以复现）/ No（没有可用的提示词信息）,PARTIAL,NO,它详细说明了所需信息，包括治疗师姓名、定制版ChatGPT的功能描述、作为指令的初始提示，以及以PDF文件形式提供的补充知识。,,PARTIAL,披露了初始提示和补充知识，但不足以完全复现
104,Realism,真实性,评估中是否考察输出是否像人类或自然（YES/NO）,NO,YES,"表1. 我们的定制GPT在职业治疗多个类别中的表现评估。... 
沟通的清晰性与可理解性 4.7 ... 
对话的连贯性与相关性 4.6 ... 
语言使用的吸引力与激励性 4.7",,YES,评估了清晰性、连贯性等人类语言特征
104,Sim_Behavior_Realistic,模拟行为真实性,模拟行为是否真实可信（YES/NO）,YES,NO,组建了一个由十位在儿童ADHD治疗领域享有盛誉的专家组成的小组，并向他们提供了多种提示，以评估ChatGPT的表现。专家们通过一个专门界面与问题及模拟事件进行互动，该界面提供了逼真的模拟环境，从而对每个类别进行了评估。,,YES,使用了逼真模拟环境，评估了模拟行为真实性
104,Theory_Operationalized,理论操作化程度,理论操作化程度: Strong（评估标准明确源于理论）/ Partial（理论被提及并部分操作化）/ Mentioned（理论仅被提及，未操作化）/ None（没有使用任何理论）,MENTIONED,PARTIAL,"评估ChatGPT的结果汇总于表1。该表展示了十位治疗师在使用不同提示词时，ChatGPT在各项标准指标下对治疗效果评估的表现[48,49]。……德尔菲法[47]被严谨地应用于评估过程中。",,MENTIONED,提及德尔菲法和引用文献，但未明确理论操作化
104,Uses_Standard_Metrics,标准指标使用,是否使用了标准/公认的评估指标（YES/NO）,YES,NO,"该表展示了十位治疗师在使用不同提示词时，ChatGPT在各项标准指标下对治疗效果评估的表现[48,49]。",,YES,"使用标准指标并引用文献[48,49]"
106,Fidelity,保真度,评估中是否考察是否符合预设角色/目标（YES/NO）,NO,YES,(2) CBT结构度量，评估答案是否遵循特定的CBT结构和原则，评分范围为0-2，表示从完全不遵循结构到完全遵循；,,YES,评估是否遵循CBT结构，符合目标对齐
106,Has_Robustness_Testing,鲁棒性测试,是否在不同条件下（多模型、多数据集、对抗输入等）进行了鲁棒性测试（YES/NO）,YES,NO,我们的实验证明了CBT-LLM模型在心理健康支持问答任务中的优越性，优于三个先进的基准模型。... 表4：CBT QA数据集上的自动评估结果,,NO,与三个基准模型比较属基准对比，非鲁棒性测试 [校验修正]
107,Coding Options,编码者一致性,是否明确报告了评估者之间的一致性: Yes / No / N/A,YES,NO,我们招募了三位心理健康从业者，请他们基于可靠性和有用性，对模型在测试集样本上的输出进行1至5分的评分。……研究发现，我们提出的模型在相关性和有用性评分上均取得了最高分。,,NO,与三个基准模型比较属于标准基准对比，非鲁棒性测试 [校验修正]
107,Emotional Plausibility,情绪合理性,评估中是否考察情绪反应是否真实/恰当（YES/NO）,NO,YES,为了衡量共情，我们基于Sharma等人（2020b）提出的共情分类模型进行构建。该基于RoBERTa的模型利用了一个具有理论基础的共情框架，该框架包含三种共情沟通机制（情感反应、解释和探索）以及预,,YES,评估共情且基于理论框架，涉及情绪反应
107,Fidelity,保真度,评估中是否考察是否符合预设角色/目标（YES/NO）,NO,YES,我们评估了重构的两个关键结果指标：可关联性（重构后的想法在多大程度上能引起共鸣）和有用性（重构后的想法在多大程度上有助于克服消极思维）。我们招募了三位心理健康从业者，请他们对测试集示例中模型的输出进行评分。,,NO,评估的是重构结果质量而非角色保真度
107,Human Learning / Outcomes,人类学习/成效,评估中是否考察人类学习或行为改变（YES/NO）,NO,YES,"心理治疗文献（Beck, 1976）强调成功重构的三个理想结果：（a）重构后的想法必须与个体相关联，（b）必须帮助其克服消极思维，以及（c）当下次出现类似的消极思维模式时，该想法必须具有可记忆性。",,NO,评估模型输出质量，未考察人类学习效果
107,Reliability_Reported,信度系数报告,"是否报告了标准化评估者间信度系数（如 Cohen's kappa, ICC）: Yes / No / N/A。注意：仅报告百分比一致不算",YES,NO,我们招募了三位心理健康从业者。要求他们根据可靠性和有用性，在1到5分的范围内对模型在测试集样本上的输出进行评分。我们发现我们提出的模型在相关性和有用性评分上达到了最高水平。,,NO,未报告标准化信度系数（如Cohen's kappa或ICC），仅描述评分过程。
107,Simulation_Target,模拟对象,模拟的对象: 来访者智能体 / 治疗师智能体 / 双智能体 / 人类受训者,HUMAN TRAINEE/REFRAMING ASSISTANT,HUMAN TRAINEE,我们开展了一项以人为中心的研究，探讨语言模型如何帮助人们重构消极思维。……我们在美国心理健康协会（MHA；一个分享心理健康资源与工具的知名在线平台）上实施了一项为期一个月的随机实地研究，共有2067名知情同意的参与者参与。,,HUMAN TRAINEE/REFRAMING ASSISTANT,原始证据显示模型作为重述助手帮助人类重构思维，模拟对象既是人类受训者也是重述助手。
108,Behavior_Eval_Depth,行为评估深度,行为评估深度: Dynamic（分析了行为如何随轮次变化）/ Pattern-level（统计行为频率/模式，不关心变化）/ Static（每轮独立评分，不看轮次间关系）/ None（完全不涉及行为）,DYNAMIC,STATIC,我们从三个测试集（Dt）中随机抽取100个对话样本，确保多样性（如策略），并请三位标注员对每个比较结果判定胜/平/负……此外，我们要求三位标注员采用1-5李克特量表对每个样本进行评估，并提供具体的评分细则。,,STATIC,原始证据描述每轮独立评分，未分析行为随轮次变化。
108,Eval_Human_Experts,领域专家评估,领域专家（治疗师、临床医生、受过训练的标注员）是否参与评估（YES/NO）,YES,NO,我们采用人工评估方式，将评估回复质量的任务外包至亚马逊土耳其机器人（AMT）。……与四位心理学家合作，我们制定了一套专门评估回复是否提供有效情感支持的标准。,,NO,领域专家仅参与制定标准，未直接参与评分，评估由AMT普通用户完成。
108,Eval_Lay_Users,普通用户评估,非专家/普通用户是否参与评估（YES/NO）,NO,YES,我们采用人工评估，将评估响应质量的任务外包至Amazon Mechanical Turk (AMT)。……每次评估中，我们邀请三位人工标注员各自依据四项指定标准对100个样本进行评定。,,YES,普通用户（AMT标注员）参与评估。
108,Eval_User_Study,用户交互实验,是否有结构化实验让用户与系统发生交互（YES/NO）,YES,NO,我们采用人工评估的方法，将评估回答质量的任务外包给亚马逊土耳其机器人（AMT）平台。……在每次评估中，我们邀请三名人工标注员，分别根据四项既定标准对100个样本进行独立评估。,,NO,用户仅对模型输出进行评分，未与系统进行交互实验。
108,Interaction_Level,交互层级,交互层级: Single-turn（单轮）/ Short Multi-turn（2-5轮简短交流）/ Extended Dialogue（6+轮较长对话）/ Longitudinal（跨多个会话/较长时间）,EXTENDED DIALOGUE,SHORT MULTI-TURN,我们将对话随机截取为5-15轮次的样本。随后，为每个样本标注阶段，并根据其阶段对样本进行分类。,,EXTENDED DIALOGUE,对话样本为5-15轮，属于6轮以上扩展对话。
108,Persona_Model_Depth,用户画像建模深度,用户画像建模深度: 表面人设 / 行为状态模型 / 认知模型 / 动态特质 / 专家原则,EXPERT PRINCIPLES,SURFACE PERSONA,我们将情感支持回应生成任务定义为基于支持策略生成回应。形式化地，给定对话背景I、求助者的对话前调查（例如情绪、情境）以及对话上下文C，模型θ首先预测策略S，然后生成,,EXPERT PRINCIPLES,模型基于专家定义的支持策略生成回应，体现了专家原则。
109,Behavior_Eval_Depth,行为评估深度,行为评估深度: Dynamic（分析了行为如何随轮次变化）/ Pattern-level（统计行为频率/模式，不关心变化）/ Static（每轮独立评分，不看轮次间关系）/ None（完全不涉及行为）,DYNAMIC,STATIC,,,STATIC,原始证据为空，eval_reports判为Static(85%)。无轮次间变化分析 [校验修正]
109,Dataset_Available,数据集公开性,数据集是否公开可用（YES/NO）,YES,NO,症状列表由ChatGPT总结并经精神科医生修订。详见附录C。……完整列表将在附录中提供。,,NO,数据集仅声明将在附录提供，未公开可用。
109,Has_Robustness_Testing,鲁棒性测试,是否在不同条件下（多模型、多数据集、对抗输入等）进行了鲁棒性测试（YES/NO）,YES,NO,我们专注于探索ChatGPT在驱动精神科医生与患者模拟聊天机器人方面的潜力。……我们的研究结果证明了将基于ChatGPT的聊天机器人应用于精神科场景的可行性，并探讨了提示设计对聊天机器人行为及用户体验的影响。,,NO,仅探索单一模型ChatGPT，未进行多模型或多条件鲁棒性测试。
109,Uses_Dynamic_State,是否使用动态状态建模,是否使用动态状态建模（YES/NO）,YES,NO,我们专注于探索ChatGPT在驱动精神科医生与患者模拟聊天机器人方面的潜力。...系统消息作为ChatGPT的指令，提供关于任务的信息以及生成适当响应所需的一些具体要求。,,NO,提供给LLM的心理画像是静态的一次性注入，交互中无任何状态更新或追踪机制 [校验修正]
110,Behavior_Eval_Depth,行为评估深度,行为评估深度: Dynamic（分析了行为如何随轮次变化）/ Pattern-level（统计行为频率/模式，不关心变化）/ Static（每轮独立评分，不看轮次间关系）/ None（完全不涉及行为）,DYNAMIC,STATIC,每个模型的准确率如图2所示：Claude-3.5 62.1% ± 3.3 ... 医生代理在必须做出诊断前，允许进行N=20次患者与测量交互。,,STATIC,原始证据仅报告整体准确率，未分析轮次间行为变化。
110,Coding Options,编码者一致性,是否明确报告了评估者之间的一致性: Yes / No / N/A,YES,NO,我们报告了三位临床医生（医学博士）对AgentClinic-MedQA中20个智能体对话的评分结果，评分范围为1-10分，涵盖四个维度……各维度评估者的平均评分如下：医生维度6.2分，患者维度6.7分，测量维度6.3分，同理心维度5.8分。,,NO,仅报告平均评分，未提供标准化信度系数（如Kappa/ICC）。
110,Eval_Automatic,自动指标评估,是否使用算法/数学公式自动计算的指标（YES/NO）,NO,YES,各模型的准确率如图2所示：Claude-3.5为62.1% ± 3.3，OpenBioLLM-70B为58.3 ± 4.2，人类医生为54 ± 28.5，GPT-4为51.6% ± 3.3。,,YES,准确率由算法自动计算，属于自动指标。
110,Has_Longitudinal_Eval,纵向评估,是否包含跨时间/多次会话的纵向评估（YES/NO）,YES,NO,各模型的准确率如图2所示：Claude-3.5为62.1%±3.3，OpenBioLLM-70B为58.3%±4.2，人类医生为54%±28.5，GPT-4为51.6%±3.3……我们将时间缩短至N=10和N=15，同时将时间延长至N=25和N=30。,,NO,交互次数上限变动属单次会话内参数敏感性分析，非跨会话纵向评估 [校验修正]
110,Reliability_Reported,信度系数报告,"是否报告了标准化评估者间信度系数（如 Cohen's kappa, ICC）: Yes / No / N/A。注意：仅报告百分比一致不算",YES,NO,我们报告了三位临床医生（拥有医学博士学位的个体）对AgentClinic-MedQA中20个智能体对话的评分结果，评分范围为1-10分，涵盖四个维度……我们发现各评估者对每个类别的平均评分如下：医生维度6.2分，患者维度6.7分，测量维度6.3分，共情维度5.8分。,,NO,报告了三位医生的平均评分，但未报告标准化信度系数如kappa或ICC，仅百分比一致不算。
110,Theory_Grounding,理论支撑度,理论支撑度: Strong（明确使用公认理论来定义或测量）/ Weak（提及了概念但未在评估中实际操作化）/ None（没有真正的理论支撑）,STRONG,WEAK,"认知偏差是判断中偏离规范或理性的系统性模式，个体以不合逻辑的方式对情境进行推断（Blumenthal-Barby & Krieger, 2015）。……内隐偏见是个体持有的、无意识运作的关联，可影响……",,STRONG,直接引用Blumenthal-Barby & Krieger (2015)定义认知偏差，使用了公认理论。
110,Theory_Operationalized,理论操作化程度,理论操作化程度: Strong（评估标准明确源于理论）/ Partial（理论被提及并部分操作化）/ Mentioned（理论仅被提及，未操作化）/ None（没有使用任何理论）,STRONG,PARTIAL,"认知偏差是指个体在判断中以不合逻辑的方式对情境进行推断时，系统性地偏离规范或理性的模式（Blumenthal-Barby & Krieger, 2015）。……内隐偏差是个体所持有的、在无意识状态下运作的关联，能够影响……",,MENTIONED,理论仅被用于解释性评论，未明确操作化为评估标准
110,Uses_Dynamic_State,是否使用动态状态建模,是否使用动态状态建模（YES/NO）,YES,NO,AgentClinic基准测试中使用了四种语言代理：患者代理、医生代理、测量代理和主持人（图1）。每个语言代理都有特定的指令，并仅被提供该代理专用的独有信息。…医生代理被允许,,NO,描述各代理指令和角色，未涉及动态状态建模或随时间更新的状态。
111,Dataset_Available,数据集公开性,数据集是否公开可用（YES/NO）,YES,NO,我们承诺在论文被接收后公开分享所有数据。,,NO,承诺在论文被接收后公开数据，当前未公开，因此不是实际可用。
111,Has_Robustness_Testing,鲁棒性测试,是否在不同条件下（多模型、多数据集、对抗输入等）进行了鲁棒性测试（YES/NO）,YES,NO,我们介绍了一个用于多会话心理咨询对话的数据集（MusPsy-Dataset）……我们还开发了我们的MusPsy-Model，旨在追踪来访者的进展并随时间调整咨询方向。实验表明，我们的模型在各项指标上均优于基线模型。,,NO,仅在单个数据集上测试模型，未提及其他模型或不同条件测试。
111,Human Learning / Outcomes,人类学习/成效,评估中是否考察人类学习或行为改变（YES/NO）,NO,YES,我们采用积极与消极情感量表（PANAS）测量来访者情绪状态的变化……长期来看，我们的音乐心理模型（MusPsy-Model）能有效减少消极情绪并增强积极情绪……MusPsy-Model显示出对来访者状态的持续改善。,,YES,使用PANAS测量来访者情绪状态变化，显示模型有效减少消极情绪并增强积极情绪
111,Persona_Model_Depth,用户画像建模深度,用户画像建模深度: 表面人设 / 行为状态模型 / 认知模型 / 动态特质 / 专家原则,COGNITIVE MODEL/DYNAMIC TRAITS,DYNAMIC TRAITS,来访者档案由静态特征与动态状态构成。……静态特征：包括化名、性别、年龄、职业以及初次访谈时报告的最初心理问题。……动态状态：这些捕捉每次咨询的变化，包括来访者不断演变的近期生活经历等。,,DYNAMIC TRAITS,明确指出动态状态捕捉每次咨询变化，包括不断演变的近期生活经历等。
111,Realism,真实性,评估中是否考察输出是否像人类或自然（YES/NO）,NO,YES,连贯性：对话中的逻辑一致性。...大语言模型引发的真实性关切：我们承认，尽管我们通过使用真实案例报告力求实现真实性，但仍无法完全解决真实性问题。,,NO,证据指出模型输出不真实，如给出无关回答，且承认真实性关切，未评估像人类。
111,Simulation_Target,模拟对象,模拟的对象: 来访者智能体 / 治疗师智能体 / 双智能体 / 人类受训者,DUAL-AGENT,THERAPIST AGENT,我们使用MusPsy-Dataset训练了一个自动心理咨询模型，以进行多轮次咨询。,,THERAPIST AGENT,训练自动心理咨询模型，模拟治疗师角色进行多轮咨询。
112,Behavior_Eval_Depth,行为评估深度,行为评估深度: Dynamic（分析了行为如何随轮次变化）/ Pattern-level（统计行为频率/模式，不关心变化）/ Static（每轮独立评分，不看轮次间关系）/ None（完全不涉及行为）,DYNAMIC,STATIC,在本研究过程中，分别在6个不同时间点评估了倾听技能的表现：训练开始前、开放式提问训练期间、反思训练期间、反思与开放式提问联合训练期间、反馈移除后，以及后测固定提示上的表现。,,DYNAMIC,在6个不同时间点评估倾听技能表现，分析行为随轮次的变化。
112,Coding Options,编码者一致性,是否明确报告了评估者之间的一致性: Yes / No / N/A,YES,NO,每个转录本均使用MI技能编码（MISC）[39]进行评估……机器与人类评分之间的kappa系数介于0.39至0.79之间。,,YES,明确报告了机器与人类评分之间的kappa系数范围为0.39至0.79。
112,Comparable_To_Prior_Work,与先前研究可比性,评估是否可与先前研究进行对比（YES/NO）,NO,YES,有充分证据表明，通过行为编码向治疗师提供持续的基于绩效的反馈，可促进其技能习得与保持（例如，[8]）。然而，此过程缓慢且劳动密集（例如，在某些情况下，其耗时是治疗会话时长的4至5倍）[9]。,,NO,引用先前研究强调反馈重要性，但本研究未直接与先前结果进行比较。
112,Fidelity,保真度,评估中是否考察是否符合预设角色/目标（YES/NO）,YES,NO,研究参与者普遍认为，模拟患者无法真实替代真人。计算机化对话模型有时会给出分散注意力或无关的回答……它会相对频繁地回应“我不知道”这一短语。,,YES,指出模拟患者有时给出无关回答，不符合真实替代角色，考察了保真度。
